,proj_id,regis_id,regis_date,cancel_date,proj_name_th,proj_name_en,proj_abbr_name,fund_status,unique_id,permit_us_investment,invest_country_flag,risk_spectrum,proj_retail_type,proj_term_flag,proj_term_dd,proj_term_mm,proj_term_yy,spec_code,risk_spectrum_desc,spec_desc,fund_suitable_desc
105,M0329_2563,MF0399_2563,2020-12-24,-,กองทุนเปิดไทยพาณิชย์ Machine Learning China All Share,SCB Machine Learning China All Share,SCBMLCA,RG,C0000000239,,1,,R,N,,,,SSF,,กองทุนรวมเพื่อการออม ,"- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุนซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้
<br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน ตราสารหนี้ทั่วไป
<br><br>"
106,M0329_2566,MF0211_2566,2023-06-13,-,กองทุนเปิดไทยพาณิชย์ มุ่งรักษาเงินต้น 1 ปี 8,SCB Capital Protection 1Y8,SCBCP1Y8,RG,C0000000239,,3,,R,Y,,,1 ,CRF,,กองทุนรวมมุ่งรักษาเงินต้น,
107,M0341_2562,MF0420_2562,2019-08-27,-,กองทุนเปิดไทยพาณิชย์  Robo Asset Allocation,SCB Robo Asset Allocation,SCBRAA,RG,C0000000239,,4,,R,N,,,,FF,,กองทุนรวมหน่วยลงทุน (Fund of Funds),"- ผู้ลงทุนที่สามารถรับความผันผวนของตราสารที่กองทุนลงทุนซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้
<br>
- ผู้ลงทุนที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน ตราสารหนี้ทั่วไป
<br>
- ผู้ลงทุนที่สามารถรับความผันผวนของอัตราแลกเปลี่ยนได้
<br>
<br>"
108,M0343_2563,MF0213_2563,2020-08-11,-,กองทุนเปิดไทยพาณิชย์ Dynamic 2,SCB Dynamic 2 Fund,SCBDM2,RG,C0000000239,,1,,R,N,,,,FF,,กองทุนรวมหน่วยลงทุน (Fund of Funds),"- ผู้ลงทุนที่เข้าใจว่ามูลค่าหน่วยลงทุนเป้าหมายไม่ใช่การรับประกันผลตอบแทนจากการลงทุน และไม่สามารถขายหน่วยลงทุนคืนได้ในช่วงเวลา 1 ปี
<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุนซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้
<br>- ผู้ลงทุนที่สามารถลงทุนในระยะกลาง และคาดหวังผลตอบแทนการลงทุนจากการจับจังหวะตลาด (market timing)
<br>"
109,M0348_2561,MF0294_2561,2018-09-25,-,กองทุนเปิดไทยพาณิชย์หุ้นระยะยาว เซ็ท อินเด็กซ์,SCB Set Index Long Term Equity Fund,SCBLTSET,RG,C0000000239,,3,,R,N,,,,"IND,LTF,SSF",,"กองทุนรวมดัชนี,กองทุนรวมหุ้นระยะยาว,กองทุนรวมเพื่อการออม ","- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br>
<br>&nbsp;<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป"
110,M0366_2558,MF0515_2558,2015-10-06,-,กองทุนเปิดไทยพาณิชย์ โกลบอล อินฟราสตรัคเจอร์ อิควิตี้,SCB GLOBAL INFRASTRUCTURE EQUITY FUND,SCBGIFUND,RG,C0000000239,,1,,R,N,,,,FED,,กองทุนรวมฟีดเดอร์,"- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป<br>
<br>
"
111,M0374_2565,MF0251_2565,2022-08-17,-,กองทุนเปิดไทยพาณิชย์ หุ้นญี่ปุ่น แอคทีฟ เพื่อการเลี้ยงชีพ,SCB Japan Active Equity RMF,SCBRMJAPAN,RG,C0000000239,,1,,R,N,,,,"FED,RMF",,"กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการเลี้ยงชีพ",
112,M0380_2561,MF0383_2561,2018-11-27,-,กองทุนเปิดไทยพาณิชย์ Global Machine Learning Equity,SCB Global Machine Learning Equity,SCBGML,RG,C0000000239,,1,,R,N,,,,,,,"<p>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมต่างประเทศลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้
<br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน ตราสารหนี้ทั่วไป
</p>
"
113,M0384_2566,MF0237_2566,2023-06-27,-,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ต่างประเทศ เอเอส 1YF7 ห้ามขายผู้ลงทุนรายย่อย,SCB Foreign Fixed Income Fund 1YF7 Not for Retail Investors,SCBASF1YF7,RG,C0000000239,,1,,B,Y,,,1 ,,,,
114,M0386_2558,MF0397_2558,2015-07-24,-,กองทุนเปิดไทยพาณิชย์ บิลเลียนแนร์,SCB BILLIONAIRE FUND,SCBBLNFUND,RG,C0000000239,,1,,R,N,,,,,,,"- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป<br>"
115,M0386_2564,MF0334_2564,2021-10-12,-,กองทุนเปิดไทยพาณิชย์ หุ้นญี่ปุ่น แอคทีฟ,SCB Japan Active Equity,SCBJAPAN,RG,C0000000239,,1,,R,N,,,,"FED,SSF",,"กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการออม ","- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้<br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br>
<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป"
116,M0396_2564,MF0351_2564,2021-10-20,-,กองทุนเปิดไทยพาณิชย์ หุ้นอินเดีย แอคทีฟ,SCB India Active Equity,SCBINDEQ,RG,C0000000239,,1,,R,N,,,,"FED,SSF",,"กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการออม ","- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้
<br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป
<br>
"
117,M0400_2555,MF0557_2555,2012-09-05,-,กองทุนเปิดไทยพาณิชย์ตราสารรัฐตลาดเงิน พลัส,SCB TREASURY MONEY PLUS OPEN END FUND,SCBTMFPLUS,RG,C0000000239,,3,,R,N,,,,MM,,กองทุนรวมตลาดเงิน,"- ผู้ลงทุนที่คาดหวังผลตอบแทนที่ใกล้เคียงเงินฝาก และยอมรับผลตอบแทนที่อาจต่ำกว่ากองทุนรวมตราสารหนี้ทั่วไปได้ <br>
- ผู้ลงทุนที่ต้องการสภาพคล่องสูง <br>
- ผู้ลงทุนที่ต้องการการลงทุนที่มีความเสี่ยงต่ำ<br class=""t-last-br""><br class=""t-last-br"">"
118,M0406_2559,MF0435_2559,2016-10-04,-,กองทุนเปิดไทยพาณิชย์ โกลบอล พร็อพเพอร์ตี้,SCB GLOBAL PROPERTY,SCBGPROPFUND,RG,C0000000239,,1,,R,N,,,,"FED,SE",,"กองทุนรวมฟีดเดอร์,กองทุนรวมหมวดอุตสาหกรรม","<ul>
    <li>ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้นหรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้</li>
    <li>ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป</li>
    <li>ผู้ลงทุนที่ต้องการกระจายการลงทุนในหุ้นของบริษัทซึ่งอยู่ในหมวดอสังหาริมทรัพย์ทั่วโลก</li>
</ul>
<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป<br>- เช่น  Health Care เป็นต้น <br> - ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป <br>- ผู้ลงทุนที่ต้องการกระจายการลงทุนไปยังหุ้นกลุ่ม Health Care"
119,M0408_2560,MF0372_2560,2017-09-05,-,กองทุนเปิดไทยพาณิชย์ โกลบอลโรโบติกส์,SCB Global Robotics Fund,SCBROBO,RG,C0000000239,,1,,R,N,,,,FF,กองทุนเป็นกองทุนรวมผสม แต่เนื่องจากกองทุนหลักเน้นลงทุนในตราสารทุน โดยมี net exposure ในตราสารทุนไม่น้อยกว่าร้อยละ 80 ของ NAV ความเสี่ยงของกองทุนจึงเป็นระดับ 6,กองทุนรวมหน่วยลงทุน (Fund of Funds),-	ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br>-	ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br>
120,M0410_2559,MF0412_2559,2016-09-23,-,กองทุนเปิดไทยพาณิชย์ ไทยอิควิตี้,SCB Thai Equity Fund,SCBTEQFUND,RG,C0000000239,,3,,R,N,,,,,,,"- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป<br>
"
121,M0411_2564,MF0012_2565,2022-01-25,-,กองทุนเปิดไทยพาณิชย์ Global Private Assets ห้ามขายผู้ลงทุนรายย่อย,SCB Global Private Assets Not for Retail Investors,SCBGPA,RG,C0000000239,,1,,X,N,,,,FED,,กองทุนรวมฟีดเดอร์,"- ผู้ลงทุนที่คาดหวังผลตอบแทนสูงต่อเงินลงทุนที่จำกัด และสามารถรับความผันผวนของอัตราผลตอบแทนและรับผลขาดทุนสูงได้
<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้
<br>- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป
<br>- กองทุนรวมมีการแบ่งชนิดหน่วยลงทุนเป็น 4 ชนิด ได้แก่ ชนิดสะสมมูลค่า ชนิดรับซื้อคืนอัตโนมัติ ชนิดจ่ายเงินปันผล ชนิด         ผู้ลงทุนกลุ่ม/บุคคล ปัจจุบันเปิดให้บริการชนิดสะสมมูลค่า
<br>"
122,M0416_2560,MF0359_2560,2017-08-29,-,กองทุนเปิดไทยพาณิชย์ เอเชียน อีเมอร์จิ้ง มาร์เก็ต ฟันด์ THB เฮดจ์,SCB Asian Emerging Markets THB Hedged,SCBAEMH,RG,C0000000239,,1,,R,N,,,,FED,,กองทุนรวมฟีดเดอร์,"-	ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br>
-	ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br>
"
123,M0420_2564,MF0371_2564,2021-11-09,-,กองทุนเปิดไทยพาณิชย์ หุ้นจีนเอแชร์ แอคทีฟ,SCB China A Shares Active Equity,SCBASHARES,RG,C0000000239,,1,,R,N,,,,"FED,SSF",,"กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการออม ",
124,M0424_2562,MF0436_2562,2019-09-10,-,กองทุนเปิดไทยพาณิชย์ พร็อพเพอร์ตี้ แอนด์ อินฟราสตรัคเจอร์ เฟล็กซิเบิ้ล เพื่อการเลี้ยงชีพ,SCB Property and Infrastructure Flexible RMF,SCBRMPIN,RG,C0000000239,,4,,R,N,,,,"FF,RMF",,"กองทุนรวมหน่วยลงทุน (Fund of Funds),กองทุนรวมเพื่อการเลี้ยงชีพ",- ผู้ลงทุนที่ต้องการโอกาสรับผลตอบแทนจากการลงทุนในหน่วย Property และ/หรือหน่วย Infra ที่จดทะเบียนทั้งในและต่างประเทศ<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้<br>- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br>
125,M0425_2562,MF0435_2562,2019-09-10,-,กองทุนเปิดไทยพาณิชย์หุ้น Low Volatility เพื่อการเลี้ยงชีพ,SCB Low Volatility Equity RMF,SCBRMLEQ,RG,C0000000239,,1,,R,N,,,,"FED,RMF",,"กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการเลี้ยงชีพ","- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้<br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br>
"
126,M0426_2562,MF0438_2562,2019-09-10,-,กองทุนเปิดไทยพาณิชย์หุ้นยูเอส เพื่อการเลี้ยงชีพ,SCB US EQUITY RMF,SCBRMS&P500,RG,C0000000239,,1,,R,N,,,,"FED,RMF",,"กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการเลี้ยงชีพ","- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br>
"
127,M0429_2556,MF0631_2556,2013-10-11,-,กองทุนเปิดไทยพาณิชย์หุ้นญี่ปุ่น,SCB JAPAN EQUITY FUND,SCBNKY225,RG,C0000000239,,1,,R,N,,,,FED,,กองทุนรวมฟีดเดอร์,"- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br>
<br>
"
128,M0429_2559,MF0413_2559,2016-09-23,-,กองทุนเปิดไทยพาณิชย์ เฟล็กซิเบิ้ล,SCB Flexible Fund,SCBFLX,RG,C0000000239,,3,,R,N,,,,,,,-	ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br>-	ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br>
129,M0448_2555,MF0619_2555,2012-09-26,-,กองทุนเปิดไทยพาณิชย์สมาร์ทแพลน 3,SCB SMART PLAN 3 OPEN END FUND,SCBSMART3FUND,RG,C0000000239,,4,,R,N,,,,,,,-	ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br>-	ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br>
130,M0449_2555,MF0620_2555,2012-09-26,-,กองทุนเปิดไทยพาณิชย์สมาร์ทแพลน 4,SCB SMART PLAN 4 OPEN END FUND,SCBSMART4FUND,RG,C0000000239,,4,,R,N,,,,,,,-	ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br>-	ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br>
131,M0449_2558,MF0456_2558,2015-09-02,-,กองทุนเปิดไทยพาณิชย์หุ้นโกลบอลเฮลธ์แคร์,SCB GLOBAL HEALTH CARE EQUITY FUND,SCBGHCFUND,RG,C0000000239,,1,,R,N,,,,"FED,SE",,"กองทุนรวมฟีดเดอร์,กองทุนรวมหมวดอุตสาหกรรม","<ul>
    <li>ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้</li>
    <li>ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป</li>
    <li>ผู้ลงทุนที่ต้องการกระจายการลงทุนไปยังหุ้นกลุ่ม Health Care</li>
</ul>
"
132,M0450_2565,MF0304_2565,2022-09-27,-,กองทุนเปิดไทยพาณิชย์ หุ้นอินโดนีเซีย,SCB Indonesia Equity ,SCBINDO,RG,C0000000239,,1,,R,N,,,,"FED,SSF",,"กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการออม ",
133,M0452_2546,046_2546,2003-09-16,-,กองทุนเปิดไทยพาณิชย์หุ้นทุนปันผล ,SCB DIVIDEND STOCK OPEN END FUND    ,SCBDVFUND,RG,C0000000239,,3,,R,N,,,,SSF,,กองทุนรวมเพื่อการออม ,"- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br>
<br><br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป"
134,M0457_2565,MF0310_2565,2022-09-30,-,กองทุนเปิดไทยพาณิชย์ โกลบอลดิจิตอล เพื่อการเลี้ยงชีพ,SCB Global Digital RMF,SCBRMDIGI,RG,C0000000239,,1,,R,N,,,,"FED,RMF",,"กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการเลี้ยงชีพ",
135,M0462_2560,MF0392_2560,2017-09-19,-,กองทุนเปิดไทยพาณิชย์ หุ้นธรรมาภิบาลไทย,SCB Thai Equity CG Fund,SCBTHAICG,RG,C0000000239,,3,,R,N,,,,,<br>,,"- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้<br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br>
"
136,M0462_2566,MF0283_2566,2023-07-25,-,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ต่างประเทศ เอเอส 6MT4 ห้ามขายผู้ลงทุนรายย่อย,SCB Foreign Fixed Income Fund 6MT4 Not for Retail Investors,SCBASF6MT4,RG,C0000000239,,1,,B,Y,,6 ,,,,,
137,M0463_2566,MF0284_2566,2023-07-25,-,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ต่างประเทศ เอเอส 1YF8 ห้ามขายผู้ลงทุนรายย่อย,SCB Foreign Fixed Income Fund 1YF8 Not for Retail Investors,SCBASF1YF8,RG,C0000000239,,1,,B,Y,,,1 ,,,,
138,M0464_2548,152_2548,2005-10-12,-,กองทุนเปิดไทยพาณิชย์หุ้นระยะยาว,SCB LONG TERM EQUITY FUND,SCBLT3FUND,RG,C0000000239,,3,,R,N,,,,"LTF,SSF",,"กองทุนรวมหุ้นระยะยาว,กองทุนรวมเพื่อการออม ","<ul>
</ul>
<ul>
    <li>ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจปรับตัวเพิ่มสูงขึ้นหรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ </li>
    <li>ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป </li>
</ul>
<br>
<br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป"
139,M0465_2564,MF0417_2564,2021-11-30,-,กองทุนเปิดไทยพาณิชย์ ดัชนีหุ้นโลก,SCB World Equity Index,SCBWORLD,RG,C0000000239,,1,,R,N,,,,"FED,SSF",,"กองทุนรวมฟีดเดอร์,กองทุนรวมเพื่อการออม ","- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้
<br>
- ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนในตราสารหนี้ทั่วไป<br><br>- ผู้ลงทุนที่สามารถรับความผันผวนของราคาหุ้นที่กองทุนรวมไปลงทุน ซึ่งอาจจะปรับตัวเพิ่มสูงขึ้น หรือลดลงจนต่ำกว่ามูลค่าที่ลงทุนและทำให้ขาดทุนได้ <br> - ผู้ที่สามารถลงทุนในระยะกลางถึงระยะยาว โดยคาดหวังผลตอบแทนในระยะยาวที่ดีกว่าการลงทุนใน  ตราสารหนี้ทั่วไป"
